player,player_id,Career_MP,Career_WS,Career_VORP,All_Star_Selections,All_NBA_Selections,OutcomeClass
Chris Munk,munkch01,29.0,0.0,0.0,0,0,Rotational
Chris Owens,owensch01,6.0,0.0,0.0,0,0,Rotational
Chris Paul,paulch01,45836.0,215.3,98.7,12,11,Superstar
Chris Porter,portech01,1147.0,0.2,-0.7,0,0,Rotational
Chris Quinn,quinnch01,3303.0,5.3,0.4,0,0,Rotational
Chris Richard,richach01,780.0,0.7,-0.7,0,0,Rotational
Chris Robinson,robinch01,1509.0,-0.4,-0.9,0,0,Rotational
Chris Silva,silvach01,715.0,2.3,-0.30000000000000004,0,0,Rotational
Chris Singleton,singlch01,2605.0,2.2,-0.8999999999999999,0,0,Rotational
Chris Smith,smithch03,3956.0,3.2,-0.3,0,0,Rotational
Chris Smith,smithch05,2.0,0.0,0.0,0,0,Rotational
Chris Taft,taftch01,144.0,0.5,0.0,0,0,Rotational
Chris Washburn,washbch01,905.0,-0.4,-1.1,0,0,Rotational
Chris Webber,webbech01,35038.0,91.5,45.1,5,5,Superstar
Chris Welp,welpch01,1371.0,1.0999999999999999,-1.2,0,0,Rotational
Chris Whitney,whitnch01,11104.0,21.900000000000002,4.1,0,0,Starter
Chris Wilcox,wilcoch01,15052.0,32.3,1.4,0,0,Starter
Chris Wright,wrighch01,312.0,0.8999999999999999,0.2,0,0,Rotational
Chris Wright,wrighch02,4.0,0.0,0.0,0,0,Rotational
Chris Youngblood,youngch01,370.0,1.0,0.0,0,0,Rotational
Christian Braun,braunch01,6910.0,16.3,1.8,0,0,Rotational
Christian Eyenga,eyengch01,1151.0,-0.6,-0.7,0,0,Rotational
Christian Koloko,kolokch01,1858.0,3.2,-0.9,0,0,Rotational
Christian Laettner,laettch01,29918.0,75.4,22.1,1,0,All-Star
Christian Wood,woodch01,8109.0,21.0,6.4,0,0,Starter
Chubby Cox,coxch01,78.0,-0.2,-0.2,0,0,Rotational
Chuck Aleksinas,aleksch01,1114.0,0.4,-1.0,0,0,Rotational
Chuck Connors,connoch01,0.0,-0.30000000000000004,0.0,0,0,Rotational
Chuck Cooper,coopech01,9108.0,12.7,0.0,0,0,Rotational
Chuck Gardner,gardnch01,487.0,1.0,0.0,0,0,Rotational
Chuck Gilmur,gilmuch01,0.0,15.0,0.0,0,0,Rotational
Chuck Grigsby,grigsch01,45.0,0.0,0.0,0,0,Rotational
Chuck Hayes,hayesch01,12569.0,30.1,5.2,0,0,Starter
Chuck Lloyd,lloydch01,118.0,0.2,0.0,0,0,Rotational
Chuck Mencel,mencech01,2821.0,1.9000000000000001,0.0,0,0,Rotational
Chuck Mrazovich,mrazoch01,0.0,0.4,0.0,0,0,Rotational
Chuck Nevitt,nevitch01,952.0,0.6,-0.6000000000000001,0,0,Rotational
Chuck Noble,noblech01,9212.0,-0.8999999999999999,0.0,1,0,All-Star
Chuck Osborne,osborch01,21.0,-0.1,0.0,0,0,Rotational
Chuck Person,persoch01,28941.0,38.8,9.0,0,0,Starter
Chuck Share,sharech01,15250.0,47.6,0.0,0,0,Starter
Chuck Terry,terrych01,5049.0,6.5,0.0,0,0,Rotational
Chuck Williams,willich02,21637.0,37.3,1.5999999999999999,2,0,All-Star
Chuckie Williams,willich03,65.0,-0.2,-0.1,0,0,Rotational
Chucky Atkins,atkinch01,20973.0,33.8,4.2,0,0,Starter
Chucky Brown,brownch01,14585.0,22.6,-2.5,0,0,Starter
Chucky Hepburn,hepbuch01,13.0,-0.1,-0.1,0,0,Rotational
Chuma Okeke,okekech01,4224.0,5.7,1.0,0,0,Rotational
Cincy Powell,powelci01,18636.0,41.1,-0.5,2,0,All-Star
Clarence Brookins,brookcl01,59.0,-0.2,0.0,0,0,Rotational
Clarence Glover,glovecl01,119.0,0.3,0.0,0,0,Rotational
Clarence Kea,keacl01,447.0,1.0,-0.2,0,0,Rotational
Clarence Weatherspoon,weathcl01,30929.0,65.8,13.299999999999999,0,0,All-Star
Clark Kellogg,kellocl01,8514.0,20.9,7.3,0,0,Starter
Claude English,englicl01,70.0,-0.3,0.0,0,0,Rotational
Claude Gregory,gregocl01,315.0,0.1,-0.2,0,0,Rotational
Claude Overton,overtcl01,182.0,-0.4,0.0,0,0,Rotational
Claude Terry,terrycl01,4848.0,7.8999999999999995,1.0,1,0,All-Star
Claude Virden,virdecl01,825.0,0.4,0.0,0,0,Rotational
Clay Johnson,johnscl02,688.0,0.7,-0.30000000000000004,0,0,Rotational
Cleanthony Early,earlycl01,801.0,-0.6000000000000001,-0.8,0,0,Rotational
Clem Haskins,haskicl01,17624.0,35.8,1.5,0,0,Starter
Clemon Johnson,johnscl01,15224.0,29.8,5.5,0,0,Starter
Cleo Hill,hillcl01,1050.0,0.3,0.0,0,0,Rotational
Cleveland Buckner,buckncl01,723.0,1.4000000000000001,0.0,0,0,Rotational
Cliff Alexander,alexacl01,36.0,0.0,0.0,0,0,Rotational
Cliff Anderson,andercl01,801.0,0.4,0.0,0,0,Rotational
Cliff Barker,barkecl01,494.0,2.1,0.0,0,0,Rotational
Cliff Hagan,hagancl01,24074.0,85.2,0.0,6,4,Superstar
Cliff Levingston,levincl01,16962.0,44.2,7.7,0,0,Starter
Cliff Meely,meelycl01,6642.0,4.800000000000001,-0.9,0,0,Rotational
Cliff Pondexter,pondecl01,2856.0,4.7,1.1,0,0,Rotational
Cliff Robinson,robincl01,21459.0,34.2,7.9,0,0,Starter
Cliff Williams,willicl01,18.0,-0.1,0.0,0,0,Rotational
Clifford Lett,lettcl01,127.0,-0.1,-0.2,0,0,Rotational
Clifford Ray,raycl01,19940.0,56.699999999999996,10.3,0,2,All-Star
Clifford Robinson,robincl02,44250.0,91.4,27.0,1,0,All-Star
Clifford Rozier,roziecl01,3721.0,5.5,-1.0,0,0,Rotational
Clint Capela,capelca01,18329.0,72.4,16.4,0,0,All-Star
Clint McDaniel,mcdancl01,71.0,0.2,0.1,0,0,Rotational
Clint Richardson,richacl01,11818.0,16.7,1.5999999999999999,0,0,Starter
Clint Wager,wagercl01,0.0,1.5,0.0,0,0,Rotational
Clinton Smith,smithcl01,386.0,0.30000000000000004,0.0,0,0,Rotational
Clinton Wheeler,wheelcl01,1221.0,1.6,0.6000000000000001,0,0,Rotational
Clyde Dickey,dickecl01,472.0,-0.8,-0.6,0,0,Rotational
Clyde Drexler,drexlcl01,40265.0,147.3,76.3,10,7,Superstar
Clyde Lee,leecl01,22341.0,36.7,-0.6,1,1,All-Star
Clyde Lovellette,lovelcl01,19075.0,70.6,0.0,4,2,All-Star
Clyde Mayes,mayescl01,1052.0,0.8,-0.6000000000000001,0,0,Rotational
Coby Dietrick,dietrco01,16287.0,27.9,9.4,0,0,Starter
Coby Karl,karlco01,297.0,-0.2,-0.30000000000000004,0,0,Rotational
Coby White,whiteco01,15064.0,22.0,1.9,0,0,Starter
Cody Martin,martico01,6906.0,8.4,0.39999999999999997,0,0,Rotational
Cody Williams,willico04,2691.0,-1.0999999999999999,-2.9,0,0,Rotational
Cody Zeller,zelleco01,11510.0,33.6,4.1,0,0,Starter
Colby Jones,jonesco02,1229.0,1.2,-0.30000000000000004,0,0,Rotational
Cole Aldrich,aldrico01,3777.0,10.2,1.7,0,0,Rotational
Cole Anthony,anthoco01,8462.0,10.4,2.6,0,0,Rotational
Cole Swider,swideco01,466.0,0.0,-0.6000000000000001,0,0,Rotational
Colin Castleton,castlco01,944.0,1.6,-0.7,0,0,Rotational
Collin Gillespie,gilleco01,2968.0,7.9,3.1,0,0,Rotational
Collin Murray-Boyles,murraco01,1246.0,4.0,1.0,0,0,Rotational
Collin Sexton,sextoco01,15385.0,23.6,4.0,0,0,Starter
Collis Jones,jonesco01,6231.0,10.700000000000001,0.9,0,0,Rotational
Collis Temple,templco01,102.0,0.1,0.0,0,0,Rotational
Conner Henry,henryco01,1512.0,0.09999999999999995,-0.7,0,0,Rotational
Connie Dierking,dierkco01,17505.0,14.9,0.0,0,0,Starter
Connie Hawkins,hawkico01,24993.0,83.9,7.9,6,2,All-Star
Connie Norman,normaco01,1213.0,1.2,0.0,0,0,Rotational
Connie Rea,reaco01,154.0,-0.6,0.0,0,0,Rotational
Connie Simmons,simmoco01,7898.0,30.8,0.0,0,0,Starter
Cooper Flagg,flaggco01,2344.0,3.8,2.0,0,0,Rotational
Corey Beck,beckco01,1131.0,0.7000000000000001,-0.5,0,0,Rotational
Corey Benjamin,benjaco01,2191.0,-0.9,-1.5999999999999999,0,0,Rotational
Corey Brewer,breweco01,25349.0,31.0,2.3,0,0,Starter
Corey Crowder,crowdco01,357.0,0.30000000000000004,-0.2,0,0,Rotational
Corey Gaines,gaineco01,1002.0,1.0999999999999999,0.0,0,0,Rotational
Corey Kispert,kispeco01,9723.0,12.9,-0.7,0,0,Rotational
Corey Maggette,maggeco01,23358.0,62.199999999999996,13.299999999999999,0,0,All-Star
Corey Williams,willico01,288.0,0.2,-0.2,0,0,Rotational
Corie Blount,blounco01,12810.0,22.5,-1.6,0,0,Starter
Corky Calhoun,calhoco01,12279.0,15.4,0.4999999999999999,0,0,Starter
Corky Devlin,devlico01,4025.0,3.8,0.0,0,0,Rotational
Corliss Williamson,willico02,21962.0,41.2,-0.10000000000000009,0,0,Starter
Cormac Ryan,ryanco01,271.0,0.6,0.1,0,0,Rotational
Cornelius Cash,cashco01,49.0,0.0,-0.1,0,0,Rotational
Cornell Warner,warneco01,13283.0,20.8,1.2999999999999998,0,0,Starter
Corny Thompson,thompco01,520.0,-0.1,-0.5,0,0,Rotational
Corsley Edwards,edwarco01,110.0,0.1,-0.1,0,0,Rotational
Cory Alexander,alexaco01,6145.0,5.2,1.2,0,0,Rotational
Cory Blackwell,blackco01,551.0,-0.9,-0.8,0,0,Rotational
Cory Carr,carrco01,624.0,-1.2,-1.0,0,0,Rotational
Cory Higgins,higgico01,455.0,-1.3,-0.9,0,0,Rotational
Cory Jefferson,jeffeco01,581.0,0.9,-0.2,0,0,Rotational
Cory Joseph,josepco01,19742.0,34.3,4.3,0,0,Starter
Cotton Nash,nashco01,1500.0,0.9,0.0,0,0,Rotational
Coty Clarke,clarkco01,6.0,0.0,0.0,0,0,Rotational
Coulby Gunther,gunthco01,0.0,8.6,0.0,0,0,Rotational
Courtney Alexander,alexaco02,5449.0,4.9,-2.6,0,0,Rotational
Courtney Fortson,fortsco01,190.0,-0.1,-0.1,0,0,Rotational
Courtney Lee,leeco01,26673.0,48.3,10.0,0,0,Starter
Courtney Sims,simsco01,37.0,0.0,0.0,0,0,Rotational
Cozell McQueen,mcqueco01,7.0,0.1,0.0,0,0,Rotational
Craig Brackins,brackcr01,121.0,-0.2,-0.30000000000000004,0,0,Rotational
Craig Dill,dillcr01,1354.0,0.4,0.0,0,0,Rotational
Craig Dykema,dykemcr01,103.0,0.2,0.0,0,0,Rotational
Craig Ehlo,ehlocr01,21071.0,41.1,14.1,0,0,Starter
Craig Hodges,hodgecr01,17726.0,32.6,5.5,0,0,Starter
Craig Neal,nealcr01,1125.0,-0.7,-1.0,0,0,Rotational
Craig Porter Jr.,portecr01,2310.0,5.4,2.0,0,0,Rotational
Craig Raymond,raymocr01,7216.0,12.100000000000001,0.0,0,0,Rotational
Craig Shelton,sheltcr01,607.0,0.0,-0.7,0,0,Rotational
Craig Smith,smithcr01,6826.0,16.0,1.5,0,0,Rotational
Craig Spitzer,spitzcr01,44.0,0.0,0.0,0,0,Rotational
Craig Sword,swordcr01,19.0,0.1,0.0,0,0,Rotational
Cristiano Felício,feliccr01,3554.0,9.0,-0.5,0,0,Rotational
Cui Yongxi,cuiyo01,10.0,-0.1,-0.1,0,0,Rotational
Cuonzo Martin,marticu01,32.0,-0.1,0.0,0,0,Rotational
Curly Armstrong,armstcu01,0.0,7.2,0.0,0,0,Rotational
Curtis Borchardt,borchcu01,1117.0,0.9,-0.5,0,0,Rotational
Curtis Jones,jonescu01,88.0,0.1,0.0,0,0,Rotational
Curtis Kitchen,kitchcu01,31.0,0.1,0.1,0,0,Rotational
Curtis Perry,perrycu01,15482.0,30.9,5.6,0,0,Starter
Curtis Rowe,rowecu01,18277.0,34.2,3.3,1,0,All-Star
Cuttino Mobley,moblecu01,30006.0,56.599999999999994,14.0,0,0,All-Star
D'Angelo Russell,russeda01,24476.0,35.4,16.5,1,0,All-Star
D'Moi Hodge,hodgedm01,41.0,0.0,0.0,0,0,Rotational
D.C. Wilcutt,wilcudc01,0.0,1.0,0.0,0,0,Rotational
D.J. Augustin,augusdj01,29944.0,62.7,9.7,0,0,All-Star
D.J. Carton,cartodj01,69.0,-0.1,-0.1,0,0,Rotational
D.J. Kennedy,kennedj01,59.0,0.0,-0.1,0,0,Rotational
D.J. Mbenga,mbengdj01,1892.0,2.8,-0.9,0,0,Rotational
D.J. Stephens,stephdj01,22.0,0.0,0.0,0,0,Rotational
D.J. Strawberry,strawdj01,270.0,-0.2,-0.2,0,0,Rotational
D.J. White,whitedj01,2796.0,5.7,0.10000000000000003,0,0,Rotational
D.J. Wilson,wilsodj01,2251.0,3.1,-0.30000000000000004,0,0,Rotational
DaJuan Summers,summeda01,820.0,-0.09999999999999998,-0.8,0,0,Rotational
DaQuan Jeffries,jeffrda01,2313.0,1.5,-1.5,0,0,Rotational
DaRon Holmes,holmeda01,210.0,0.4,0.1,0,0,Rotational
Daequan Cook,cookda02,6434.0,4.7,-1.2999999999999998,0,0,Rotational
Daeqwon Plowden,plowdda01,916.0,1.0,-0.5,0,0,Rotational
Dahntay Jones,jonesda02,10815.0,10.4,-4.9,0,0,Starter
Dairis Bertāns,bertada02,167.0,-0.2,-0.3,0,0,Rotational
Daishen Nix,nixda01,1238.0,-1.5,-1.3,0,0,Rotational
Dajuan Wagner,wagneda02,2202.0,0.0,-1.6,0,0,Rotational
Dakari Johnson,johnsda04,161.0,0.6,0.1,0,0,Rotational
Dakota Mathias,mathida01,139.0,0.2,0.0,0,0,Rotational
Dalano Banton,bantoda01,4313.0,2.4000000000000004,0.5,0,0,Rotational
Dale Davis,davisda01,30913.0,90.2,18.7,1,0,All-Star
Dale Ellis,ellisda01,36766.0,88.4,23.599999999999998,1,0,All-Star
Dale Hamilton,hamilda01,0.0,-0.3,0.0,0,0,Rotational
Dale Schlueter,schluda01,9624.0,20.8,0.8,0,0,Starter
Dale Wilkinson,wilkida01,90.0,-0.2,-0.2,0,0,Rotational
Dalen Terry,terryda01,2984.0,3.9000000000000004,-0.30000000000000004,0,0,Rotational
Dalibor Bagarić,bagarda01,973.0,-0.8999999999999999,-1.4,0,0,Rotational
Dallas Comegys,comegda01,2241.0,1.0999999999999999,-0.8999999999999999,0,0,Rotational
Dallas Thornton,thornda01,870.0,1.3,0.0,0,0,Rotational
Dalton Knecht,knechda01,2047.0,3.1,-0.1,0,0,Rotational
Damian Jones,jonesda03,4806.0,14.0,0.9999999999999999,0,0,Rotational
Damian Lillard,lillada01,32614.0,118.3,54.6,9,5,Superstar
Damien Inglis,inglida01,156.0,-0.1,-0.1,0,0,Rotational
Damien Wilkins,wilkida02,10991.0,12.1,0.09999999999999995,0,0,Starter
Damion Baugh,baughda01,370.0,-0.5,-0.5,0,0,Rotational
Damion James,jamesda01,623.0,-0.1,-0.30000000000000004,0,0,Rotational
Damion Lee,leeda03,6187.0,10.700000000000001,0.5,0,0,Rotational
Damir Markota,markoda01,170.0,-0.2,-0.3,0,0,Rotational
Damjan Rudež,rudezda01,1638.0,1.5,-0.5,0,0,Rotational
Damon Jones,jonesda01,14417.0,29.3,7.4,0,0,Starter
Damon Stoudamire,stoudda01,32982.0,60.1,18.0,0,0,All-Star
Damone Brown,brownda02,351.0,-0.6000000000000001,-0.6000000000000001,0,0,Rotational
Damyean Dotson,dotsoda01,4242.0,3.0,-0.7999999999999999,0,0,Rotational
Dan Anderson,anderda01,5424.0,13.9,0.0,0,0,Rotational
Dan Anderson,anderda02,1067.0,1.6,0.1,0,0,Rotational
Dan Dickau,dickada01,7001.0,9.2,1.6,0,0,Rotational
Dan Gadzuric,gadzuda01,8256.0,16.1,-1.2999999999999998,0,0,Rotational
Dan Godfread,godfrda01,22.0,0.1,0.0,0,0,Rotational
Dan Hester,hesteda01,1110.0,1.0,0.0,0,0,Rotational
Dan Issel,isselda01,41784.0,158.0,33.9,7,1,Superstar
Dan King,kingda01,103.0,0.0,0.0,0,0,Rotational
Dan Kraus,krausda01,0.0,-0.3,0.0,0,0,Rotational
Dan Langhi,langhda01,1290.0,0.20000000000000004,-1.0,0,0,Rotational
Dan Majerle,majerda01,30206.0,78.4,29.8,3,0,All-Star
Dan McClintock,mcclida01,58.0,0.0,-0.1,0,0,Rotational
Dan O'Sullivan,osullda01,314.0,0.4,-0.4,0,0,Rotational
Dan Roundfield,roundda01,24210.0,66.3,19.6,3,3,Superstar
Dan Sparks,sparkda01,1190.0,0.7,0.0,0,0,Rotational
Dan Swartz,swartda01,335.0,1.0,0.0,0,0,Rotational
Dan Tieman,tiemada01,176.0,-0.5,0.0,0,0,Rotational
Dana Barros,barroda01,19480.0,49.699999999999996,18.2,1,0,All-Star
Dana Pagett,pagetda01,34.0,-0.1,0.0,0,0,Rotational
Dane Suttle,suttlda01,493.0,0.9,0.2,0,0,Rotational
Daniel Ewing,ewingda01,1683.0,0.8,-0.4,0,0,Rotational
Daniel Gafford,gaffoda01,11290.0,46.5,11.1,0,0,Starter
Daniel Gibson,gibsoda01,9316.0,15.899999999999999,2.3,0,0,Rotational
Daniel Hamilton,hamilda02,232.0,0.0,-0.1,0,0,Rotational
Daniel Ochefu,ochefda01,75.0,0.0,-0.1,0,0,Rotational
Daniel Orton,ortonda01,542.0,1.1,-0.1,0,0,Rotational
Daniel Oturu,oturuda01,188.0,0.4,-0.1,0,0,Rotational
Daniel Santiago,santida01,1418.0,1.7999999999999998,-0.6000000000000001,0,0,Rotational
Daniel Theis,theisda01,11326.0,32.1,4.3,0,0,Starter
Danilo Gallinari,gallida01,25144.0,72.5,22.4,0,0,All-Star
Daniss Jenkins,jenkida01,1478.0,2.8,0.4,0,0,Rotational
Danny Ainge,aingeda01,30132.0,78.2,24.6,1,0,All-Star
Danny Doyle,doyleda01,25.0,0.1,0.0,0,0,Rotational
Danny Ferry,ferryda01,18133.0,34.7,4.9,0,0,Starter
Danny Finn,finnda01,3397.0,0.9999999999999999,0.0,0,0,Rotational
Danny Fortson,fortsda01,8832.0,22.4,-2.5999999999999996,0,0,Starter
Danny Granger,grangda01,19334.0,49.8,17.8,1,0,All-Star
Danny Green,greenda02,21037.0,49.3,20.4,0,0,Starter
Danny Manning,mannida01,26722.0,58.6,20.0,2,1,All-Star
Danny Schayes,schayda01,24622.0,50.5,-0.8999999999999999,0,0,All-Star
Danny Vranes,vraneda01,10624.0,15.3,0.8999999999999999,0,0,Starter
Danny Wagner,wagneda01,0.0,0.6,0.0,0,0,Rotational
Danny Wolf,wolfda01,1187.0,0.8,-0.2,0,0,Rotational
Danny Young,youngda01,10559.0,22.0,7.0,0,0,Starter
Dante Cunningham,cunnida01,18074.0,29.2,0.7,0,0,Starter
Dante Exum,exumda01,6490.0,7.0,-1.3,0,0,Rotational
Danuel House Jr.,houseda01,6998.0,11.1,0.6000000000000001,0,0,Rotational
Darel Carrier,carrida01,12338.0,30.5,0.0,3,0,All-Star
Darington Hobson,hobsoda01,39.0,-0.2,-0.1,0,0,Rotational
Dario Šarić,saricda01,13949.0,25.9,3.6999999999999997,0,0,Starter
Dariq Whitehead,whiteda01,453.0,-0.1,-0.4,0,0,Rotational
Darius Bazley,bazleda01,6304.0,4.5,-0.29999999999999993,0,0,Rotational
Darius Brown II,brownda04,3.0,0.0,0.0,0,0,Rotational
Darius Days,daysda01,25.0,0.1,0.0,0,0,Rotational
Darius Garland,garlada01,15381.0,29.799999999999997,8.4,2,0,All-Star
Darius Johnson-Odom,johnsda03,21.0,-0.30000000000000004,-0.1,0,0,Rotational
Darius Miles,milesda01,13809.0,13.1,4.3,0,0,Starter
Darius Miller,milleda01,5358.0,6.4,-0.30000000000000004,0,0,Rotational
Darius Morris,morrida01,1777.0,-0.30000000000000004,-1.3,0,0,Rotational
Darius Songaila,songada01,9229.0,15.9,-0.10000000000000003,0,0,Rotational
Darius Washington,washida01,146.0,0.0,-0.1,0,0,Rotational
Darko Miličić,milicda01,10090.0,8.8,-0.4000000000000001,0,0,Starter
Darnell Hillman,hillmda01,19575.0,34.5,2.9,0,0,Starter
Darnell Jackson,jacksda01,1162.0,1.0,-1.2000000000000002,0,0,Rotational
Darnell Mee,meeda01,293.0,-0.1,-0.1,0,0,Rotational
Darnell Valentine,valenda01,15612.0,23.1,5.7,0,0,Starter
Darrall Imhoff,imhofda01,18354.0,29.8,0.0,1,0,All-Star
Darrel Brown,brownda01,0.0,0.0,0.0,0,0,Rotational
Darrell Allums,allumda01,276.0,-0.3,-0.3,0,0,Rotational
Darrell Armstrong,armstda01,20903.0,50.5,21.6,0,2,All-Star
Darrell Arthur,arthuda01,8945.0,12.5,-0.30000000000000004,0,0,Rotational
Darrell Elston,elstoda01,1909.0,-0.30000000000000004,-0.6,0,0,Rotational
Darrell Griffith,griffda01,21403.0,22.0,3.5,0,0,Starter
Darrell Hardy,hardyda01,172.0,0.5,0.0,0,0,Rotational
Darrell Lockhart,lockhda01,14.0,0.0,0.0,0,0,Rotational
Darrell Walker,walkeda01,19112.0,27.599999999999998,13.0,0,0,Starter
Darren Collison,collida01,20833.0,49.7,13.4,0,0,Starter
Darren Daye,dayeda01,5939.0,9.9,1.9,0,0,Rotational
Darren Morningstar,mornida01,734.0,0.7,-0.4,0,0,Rotational
Darren Tillis,tillida01,1782.0,1.5,-1.0,0,0,Rotational
Darrick Martin,martida01,10314.0,10.2,-1.5,0,0,Starter
Darrin Hancock,hancoda01,1528.0,1.2000000000000002,-0.5,0,0,Rotational
Darrun Hilliard,hillida01,859.0,0.3,-0.5,0,0,Rotational
Darryl Dawkins,dawkida01,17268.0,46.2,7.6,0,0,Starter
Darryl Johnson,johnsda02,28.0,0.0,0.0,0,0,Rotational
Darryl Watkins,watkida01,169.0,-0.1,-0.2,0,0,Rotational
Darvin Ham,hamda01,5496.0,5.7,-2.0,0,0,Rotational
Darwin Cook,cookda01,15299.0,23.8,9.1,0,0,Starter
Daryl Macon,maconda01,104.0,0.0,-0.1,0,0,Rotational
Dave Batton,battoda01,589.0,0.7,0.0,0,0,Rotational
Dave Bing,bingda01,32769.0,68.7,5.6,7,5,Superstar
Dave Britton,brittda01,9.0,0.0,0.0,0,0,Rotational
Dave Budd,buddda01,6389.0,11.7,0.0,0,0,Rotational
Dave Corzine,corzida01,20772.0,37.5,7.0,0,0,Starter
Dave Cowens,cowenda01,29565.0,86.3,21.6,8,5,Superstar
Dave DeBusschere,debusda01,34145.0,66.2,2.5,8,3,Superstar
Dave Deutsch,deutsda01,93.0,-0.5,0.0,0,0,Rotational
Dave Fedor,fedorda01,27.0,-0.1,0.0,0,0,Rotational
Dave Feitl,feitlda01,3001.0,1.5,-3.0,0,0,Rotational
Dave Gambee,gambeda01,16247.0,39.3,0.0,0,0,Starter
Dave Greenwood,greenda01,24773.0,48.6,7.2,0,0,Starter
Dave Gunther,gunthda01,5.0,0.0,0.0,0,0,Rotational
Dave Henderson,hendeda01,351.0,-0.4,-0.4,0,0,Rotational
Dave Hoppen,hoppeda01,3198.0,4.5,-2.1,0,0,Rotational
Dave Jamerson,jamerda01,608.0,0.1,-0.4,0,0,Rotational
Dave Johnson,johnsda01,475.0,-0.30000000000000004,-0.8,0,0,Rotational
Dave Lattin,lattida01,4157.0,6.4,0.0,0,0,Rotational
Dave Lee,leeda01,769.0,1.9000000000000001,0.0,0,0,Rotational
Dave Magley,magleda01,56.0,-0.1,-0.1,0,0,Rotational
Dave Meyers,meyerda01,7471.0,13.5,2.5,0,0,Rotational
Dave Minor,minorda01,4778.0,6.300000000000001,0.0,0,0,Rotational
Dave Newmark,newmada01,2228.0,1.9,0.0,0,0,Rotational
Dave Piontek,piontda01,9456.0,8.2,0.0,0,0,Rotational
Dave Popson,popsoda01,302.0,-0.30000000000000004,-0.4,0,0,Rotational
Dave Robisch,robisda01,29302.0,78.6,14.0,0,0,All-Star
Dave Schellhase,schelda01,513.0,-0.6000000000000001,0.0,0,0,Rotational
Dave Scholz,scholda01,1.0,0.0,0.0,0,0,Rotational
Dave Sorenson,sorenda01,4612.0,6.1,0.0,0,0,Rotational
Dave Stallworth,stallda01,12534.0,23.1,0.2,0,0,Starter
Dave Twardzik,twardda01,13241.0,33.4,7.2,1,0,All-Star
Dave Wohl,wohlda01,12116.0,9.0,-1.7999999999999998,0,0,Starter
Dave Zeller,zelleda01,278.0,-0.1,0.0,0,0,Rotational
David Andersen,anderda03,1637.0,1.9,-0.30000000000000004,0,0,Rotational
David Benoit,benoida01,10437.0,18.3,-0.1999999999999999,0,0,Starter
David Burns,burnsda01,174.0,-0.30000000000000004,-0.30000000000000004,0,0,Rotational
David Bustion,bustida01,355.0,0.7,0.0,0,0,Rotational
David Cooke,cookeda01,38.0,0.0,0.0,0,0,Rotational
David Duke Jr.,dukeda01,654.0,0.3,-0.5,0,0,Rotational
David Harrison,harrida01,2686.0,3.0999999999999996,-1.7,0,0,Rotational
David Johnson,johnsda08,2.0,0.0,0.0,0,0,Rotational
David Jones García,jonesda06,68.0,0.3,0.1,0,0,Rotational
David Lee,leeda02,25196.0,78.9,19.9,2,1,All-Star
David Noel,noelda01,792.0,0.4,-0.2,0,0,Rotational
David Nwaba,nwabada01,4583.0,8.0,0.4,0,0,Rotational
David Pope,popeda01,203.0,-0.1,-0.3,0,0,Rotational
David Rivers,riverda01,1286.0,-0.30000000000000004,-0.7,0,0,Rotational
David Robinson,robinda01,34271.0,178.8,82.1,10,10,Superstar
David Roddy,roddyda01,4505.0,2.6,-2.3,0,0,Rotational
David Stockton,stockda01,42.0,0.1,0.0,0,0,Rotational
David Thirdkill,thirdda01,1652.0,1.3,-1.2000000000000002,0,0,Rotational
David Thompson,thompda01,19406.0,63.1,21.3,5,3,Superstar
David Vanterpool,vanteda01,411.0,0.0,-0.2,0,0,Rotational
David Vaughn,vaughda01,2593.0,1.5,0.1,0,0,Rotational
David Vaughn,vaughda02,1645.0,1.0,-1.7,0,0,Rotational
David Wear,wearda01,7.0,0.0,0.0,0,0,Rotational
David Wesley,wesleda01,33046.0,66.5,16.8,0,0,All-Star
David West,westda01,29144.0,86.0,27.6,2,0,All-Star
David Wingate,wingada01,13243.0,11.799999999999999,-1.2,0,0,Starter
David Wood,woodda01,6323.0,11.4,-1.4000000000000001,0,0,Rotational
Davion Mitchell,mitchda01,10678.0,13.2,-1.6,0,0,Starter
Davon Reed,reedda01,1641.0,1.5000000000000002,-0.6,0,0,Rotational
Day'Ron Sharpe,sharpda01,3931.0,11.9,2.1,0,0,Rotational
De'Aaron Fox,foxde01,22132.0,44.7,16.4,2,1,All-Star
De'Andre Hunter,huntede01,13912.0,18.6,-1.7999999999999998,0,0,Starter
De'Anthony Melton,meltode01,9272.0,14.8,5.2,0,0,Rotational
DeAndre Jordan,jordade01,30735.0,108.6,24.5,1,0,Superstar
DeAndre Liggins,liggide01,3408.0,2.6,-0.30000000000000004,0,0,Rotational
DeAndre' Bembry,bembrde01,6696.0,6.6000000000000005,-2.7755575615628914e-17,0,0,Rotational
DeJon Jarreau,jarrede01,382.0,-0.2,-0.30000000000000004,0,0,Rotational
DeJuan Blair,blairde01,7054.0,19.0,1.5,0,0,Rotational
DeJuan Wheat,wheatde01,740.0,0.5,0.0,0,0,Rotational
DeMar DeRozan,derozde01,43634.0,114.2,30.5,6,3,Superstar
DeMarco Johnson,johnsde02,37.0,-0.1,-0.1,0,0,Rotational
DeMarcus Cousins,couside01,23405.0,57.2,27.7,4,0,All-Star
